id,name,type,exp_name,m1a_hit,m5c_hit,m6a_hit,m7g_hit,full_hit,m1a_Regulation,m5c_Regulation,m6a_Regulation,m7g_Regulation,regulation,logFC,PValue,FDR,degree.x,closeness_centrality.x,betweenness_centrality.x,eigenvector_centrality.x,page_rank_score.x,clustering_coefficient.x,DNB,m1a_Foldchange,m5c_Foldchange,m6a_Foldchange,m7g_Foldchange,CCF_diff,CCF_abs_diff,CCF_p_ttest,CCF_p_wilcoxon,divergene,protein_degree,protein_closeness_centrality,protein_betweenness_centrality,protein_eigenvector_centrality,protein_page_rank_score,protein_clustering_coefficient,protein_m1.mean,protein_m0.mean,protein_Diff,protein_abs_Diff,protein_pvalue,lit_meta,lit_meta_colon
ARNT,405,mRNA,ENSG00000143437,0,0,0,1,1,down,down,down,down,down,-0.508914724,0.047976133,0.125123558,3288,8.27E-09,32368.32635,0.416646385,0.000101923,0.414268182,no,10.15298507,37.36363636,6.470319635,765.5,-0.005281818,0.005281818,0.973652903,0.920752816,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
ARRDC3,57561,mRNA,ENSG00000113369,1,1,0,0,2,down,down,down,down,down,-1.59447458,0.000106955,0.001368812,5295,9.46E-09,13371.95119,0.889567267,0.00014231,0.470300763,no,403.8,91,2.37702705,290.2692308,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ASGR1,432,mRNA,ENSG00000141505,1,0,0,0,1,down,down,down,down,down,-3.463982367,0.029070614,0.087711269,619,1.14E-08,24892.11415,0.025942783,4.78E-05,0.430059967,no,879.261194,6.288544358,6.424329714,3.126118068,-0.449958485,0.449958485,0.029808629,0.043220955,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ASGR2,433,mRNA,ENSG00000161944,1,0,0,1,2,down,down,down,down,down,-4.607745439,0.00534903,0.025542537,837,1.22E-08,6715.435195,0.072604151,4.33E-05,0.534364585,no,396.2947761,9.802992519,8.607201309,715.6,-0.043139669,0.043139669,0.6877133,0.709127981,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ASL,435,mRNA,ENSG00000126522,0,0,1,0,1,down,up,up,down,up,1.079811737,0.165697142,0.292003453,763,8.10E-09,31274.83272,0.10296741,3.74E-05,0.554156648,no,47.14925373,4.664921466,382.1,150.6,-0.011678611,0.011678611,0.939147235,0.523929408,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ASRGL1,80150,mRNA,ENSG00000162174,1,1,0,0,2,down,up,up,down,up,1.480408325,0.024250615,0.076690571,1456,1.78E-08,10823.90816,0.133048818,6.17E-05,0.415046637,no,512.2,281,4.941678521,433.1,0.143273472,0.143273472,0.366218759,0.420949261,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
ATF5,22809,mRNA,ENSG00000169136,0,0,0,0,0,down,down,down,down,down,-2.590666918,3.60E-05,0.00061377,1864,1.06E-08,31112.23868,0.151473701,7.11E-05,0.347975829,no,19.93370995,6.323992995,4.323930369,132.3877147,-0.045005556,0.045005556,0.707472532,0.520154731,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATF6B,1388,mRNA,ENSG00000213676,0,0,0,1,1,up,up,up,down,up,0.790103086,0.007012562,0.031042881,3631,8.27E-09,39836.69885,0.470989925,0.000111314,0.404660207,no,6.853904282,5.164222874,3.641011841,748.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
ATF7IP2,80063,mRNA,ENSG00000166669,1,0,0,1,2,down,down,up,down,down,-0.264350125,0.56827473,0.692928818,40,5.65E-09,1528.200884,3.63E-06,4.17E-05,0.107692308,no,760.1,11,3.830179445,566,0.039435948,0.039435948,0.741970526,0.683564053,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATG3,64422,mRNA,ENSG00000144848,1,1,0,1,3,down,down,down,down,down,-0.576641177,0.025176161,0.078941975,3656,8.21E-09,32118.33504,0.534306989,0.0001082,0.433659865,no,326.3,201,2.544346649,998.1,-0.177798182,0.177798182,0.337078921,0.44603335,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATG4C,84938,mRNA,ENSG00000125703,0,1,0,0,1,down,up,down,up,down,-1.256347976,0.000961189,0.007059861,4320,8.96E-09,20763.14874,0.671568586,0.000123825,0.446931839,no,155.9,381,9.874074074,253.7,0.00505,0.00505,0.620369428,0.653173051,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATOH1,474,mRNA,ENSG00000172238,1,1,1,0,3,up,up,up,up,up,6.761643,0.00018248,0.002029366,2130,5.06E-08,1120.943458,0.176456017,7.90E-05,0.348967202,no,3383.4,381,398.1991701,301.9,0.275943939,0.275943939,0.057256672,0.544380084,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
ATP1B1,481,mRNA,ENSG00000143153,0,0,0,0,0,up,up,up,down,up,1.763957684,4.40E-06,0.00013355,3464,1.94E-08,5565.375877,0.42977277,0.000106878,0.409065749,no,15.51368421,20.39632546,6.401072751,233.7,0.146466667,0.146466667,0.700980565,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATP1B3,483,mRNA,ENSG00000069849,0,0,0,0,0,down,down,down,down,down,-2.239348974,8.27E-06,0.000205473,4467,1.03E-08,12913.61318,0.694492248,0.000128271,0.448987655,no,27.73047859,22.2195122,6.209507042,159.8344371,0.028139286,0.028139286,0.92505002,0.554073099,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATP2A2,488,mRNA,ENSG00000174437,0,1,0,1,2,down,up,up,down,up,0.07267805,0.753593975,0.834462197,41,7.79E-09,1134.455871,9.07E-06,3.01E-05,0.313414634,no,5.834394904,341,5.35450466,522.9384615,-0.061785,0.061785,0.44911958,0.93966205,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATP5G3,518,mRNA,ENSG00000154518,0,0,0,0,0,down,up,up,up,up,0.610356377,0.020693343,0.068679172,3594,8.13E-09,39072.32534,0.474691645,0.000111157,0.38803594,no,6.351711027,41.90909091,2.452217922,3.048799582,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ATP5J,522,mRNA,ENSG00000154723,0,0,0,0,0,down,down,up,down,up,0.323733665,0.36169332,0.502240464,104,8.16E-09,9800.070261,0.001091985,3.24E-05,0.23879761,no,155.9,3.673796791,8.905867971,23.51388889,NA,NA,NA,NA,no,0.000644745,0,0.001414606,0.000592051,0,NA,32513264.25,85622613.23,-53109348.98,269593192.8,0.046344043,0,0
ATRIP,84126,mRNA,ENSG00000164053,1,0,0,0,1,up,up,up,up,up,0.980230895,0.077453423,0.172203855,520,8.23E-09,8074.548995,0.047893521,3.08E-05,0.408359271,no,181.7,161,2.845704267,229.7,0.028794167,0.028794167,0.783473568,0.770041903,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AUNIP,79000,mRNA,ENSG00000127423,1,0,1,0,2,up,up,up,down,up,3.322557022,0.017218547,0.060098895,2222,2.56E-08,7968.720489,0.40823607,7.05E-05,0.683610459,no,465.8,2.496259352,26.408,200.4,0.002383333,0.002383333,0.985189153,0.51286177,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AURKC,6795,mRNA,ENSG00000105146,1,0,0,0,1,down,down,down,down,down,-1.999037226,0.111619347,0.221026075,122,7.75E-09,1153.423354,0.001354215,2.42E-05,0.227069503,no,194.6,18.27272727,12.04371585,150.6,-0.13333,0.13333,0.522874017,0.668433908,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AVL9,23080,mRNA,ENSG00000105778,0,0,0,1,1,up,up,up,down,up,1.180138761,0.000111428,0.001409848,4448,1.58E-08,9180.233906,0.735624016,0.000123591,0.497058683,no,5.956242707,17.66666667,6.375808505,748.9,0.158872556,0.158872556,0.265786563,0.399632139,yes,0.000759301,0,0.003417942,0.000422983,0.166666667,NA,7635847,26907426.44,-19271579.44,269593192.8,0.027645714,0,0
AZGP1,563,mRNA,ENSG00000160862,1,0,1,0,2,down,down,up,up,down,-1.449168834,0.276735973,0.422766574,79,6.19E-09,3384.169153,4.83E-05,3.81E-05,0.29633236,no,3083.9,5.414414414,132.408,362,-0.199433131,0.199433131,0.2196999,0.355049578,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
B3GNT6,192134,mRNA,ENSG00000198488,1,0,1,0,2,up,up,up,up,up,6.481417862,3.40E-05,0.0005916,2229,4.95E-08,1396.803254,0.220526955,7.82E-05,0.383565986,no,15131.5,44.90243902,156.2775061,13.14145383,-0.079305726,0.079305726,0.554395296,0.44303727,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
B3GNT8,374907,mRNA,ENSG00000177191,0,0,0,1,1,up,up,up,down,up,2.95082659,0.00814606,0.034687502,2805,2.44E-08,4777.846689,0.356957911,8.91E-05,0.423060766,no,5.390962522,5.732272069,7.513116505,1164.3,-0.063178184,0.063178184,0.627845715,0.677305642,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
BAIAP2L1,55971,mRNA,ENSG00000006453,0,1,1,0,2,up,up,up,down,up,3.56294045,5.69E-08,9.15E-06,5402,2.66E-08,4126.552213,0.895853412,0.000145798,0.456769116,no,22.75151515,531,520.6,433.1,-0.159051757,0.159051757,0.146617446,0.228453706,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BARX2,8538,mRNA,ENSG00000043039,0,0,1,0,1,up,up,up,up,up,3.770622555,0.004712565,0.023265092,2063,2.72E-08,6510.464825,0.187466811,7.58E-05,0.368013304,no,21.18787879,3.510822511,15.85477178,380.1,-0.083005606,0.083005606,0.635417323,0.666583988,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
BATF,10538,mRNA,ENSG00000156127,1,0,0,1,2,down,down,down,down,down,-2.306034162,0.039839892,0.109596775,2640,1.03E-08,14692.875,0.32859531,8.80E-05,0.408225108,no,465.8,2.83600713,5.035905271,1779.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BAZ1A,11177,mRNA,ENSG00000198604,1,0,0,1,2,down,down,up,down,down,-0.224737883,0.338557407,0.479314493,149,8.09E-09,32662.64387,0.004151504,3.75E-05,0.316252494,no,667.2,2.782477341,2.18161495,4072.6,0.073042188,0.073042188,0.471064563,0.954709123,yes,0.000558971,0,0.00098281,0.000395799,0,NA,9783721.75,75483184.62,-65699462.87,269593192.8,0.005575408,0,0
BCAP31,10134,mRNA,ENSG00000185825,0,1,0,1,2,down,up,up,down,up,0.814162178,0.006807886,0.03035653,3990,8.27E-09,38736.50461,0.600852345,0.000116483,0.444905445,no,5.504678041,1001,4.770020534,2593.6,NA,NA,NA,NA,no,0.000683527,68.84664932,0.054726696,0.001275107,0.205263158,NA,125026939.2,206233354.8,-81206415.63,269593192.8,0.024869929,1,0
BCL6,604,mRNA,ENSG00000113916,1,0,1,0,2,down,down,down,down,down,-2.666367124,9.12E-07,4.52E-05,4289,1.08E-08,13904.98866,0.692770341,0.000121866,0.477626621,no,481.2,13.85714286,27.25283019,31.30668678,0.087008964,0.087008964,0.484840218,0.618135497,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BGN,633,mRNA,ENSG00000182492,0,0,1,1,2,down,down,down,down,down,-3.347435687,3.26E-05,0.000572787,4920,1.14E-08,8730.568852,0.81193871,0.000134416,0.469180976,no,6.980215054,9.625611418,15.52508266,1183.861538,0.155124802,0.155124802,0.450163188,0.691895708,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
BHLHE41,79365,mRNA,ENSG00000123095,0,0,0,0,0,down,down,down,down,down,-2.830581161,1.06E-05,0.000246634,5207,1.10E-08,8489.413514,0.867883142,0.000140715,0.467201611,no,4.622318655,8.906555596,6.734725705,214.5364851,0.147506667,0.147506667,0.286747655,0.210606293,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
BHMT2,23743,mRNA,ENSG00000132840,1,1,0,0,2,down,down,down,down,down,-4.927686315,0.003643282,0.019273647,3281,1.25E-08,12623.59963,0.379338501,0.000102786,0.394800254,no,2735.3,731,10.04095904,18.63543788,-0.042719697,0.042719697,0.855219701,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BID,637,mRNA,ENSG00000015475,0,1,0,1,2,down,down,up,down,down,-0.339309308,0.27142704,0.416593652,325,7.94E-09,8662.176443,0.008301259,3.67E-05,0.328243115,no,3.165986395,721,2.094284031,1397,-0.063925714,0.063925714,0.797254559,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BLVRB,645,mRNA,ENSG00000090013,0,0,0,1,1,down,down,down,down,down,-0.686781518,0.170613317,0.2983283,132,7.62E-09,3469.566614,0.001894975,2.57E-05,0.185519315,no,3.574277168,16.64575646,2.976199239,1131.1,0.1181875,0.1181875,0.5675619,0.845440903,no,0.000847458,11.5548765,0.007150817,0.000499087,0.2,NA,154686121.5,336884840.7,-182198719.2,269593192.8,0.047813533,0,0
BMP2,650,mRNA,ENSG00000125845,1,1,0,1,3,up,up,up,down,up,0.849397449,0.083928147,0.181772585,91,8.01E-09,3047.120748,0.001147943,3.47E-05,0.172893773,no,323.7,371,2.011130171,1014.8,0.047732913,0.047732913,0.664640941,0.482243856,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
BMP2K,55589,mRNA,ENSG00000138756,0,0,0,1,1,down,down,down,down,down,-1.5123774,1.90E-05,0.000389702,5326,9.35E-09,14498.02502,0.877450186,0.000144205,0.455534035,no,19.40298507,5.485514486,3.396463691,3524.2,-0.084468451,0.084468451,0.37355853,0.426735279,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BMP4,652,mRNA,ENSG00000125378,0,0,1,0,1,up,up,up,up,up,3.66883215,1.76E-05,0.000368899,3545,2.69E-08,2055.98397,0.477106537,0.000108234,0.419914387,no,168.8,13.11618257,22.49246231,199.6,-0.082252083,0.082252083,0.677142359,0.860195284,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
BNIP2,663,mRNA,ENSG00000140299,0,0,0,1,1,down,down,down,down,down,-1.337824307,8.35E-05,0.0011425,5295,9.10E-09,15099.62235,0.889567267,0.00014231,0.470300763,no,7.244332494,3.18328841,3.038209506,3474.4,0.180952857,0.180952857,0.294483205,0.330174894,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BNIP3L,665,mRNA,ENSG00000104765,0,0,0,1,1,down,down,down,down,down,-2.214431522,1.09E-05,0.000251532,4298,1.02E-08,11962.76428,0.695195886,0.000121687,0.470198185,no,25.47014925,8.223719677,4.672283067,3906.5,-0.190797222,0.190797222,0.304443786,0.42089282,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BOP1,23246,mRNA,ENSG00000170727,1,0,1,0,2,up,up,up,down,up,0.746017978,0.532706234,0.662354071,82,8.21E-09,11678.65626,0.001680011,2.76E-05,0.343571213,no,1666.4,7.273062731,13.26980728,217,0.140457273,0.140457273,0.266154967,0.303634914,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
BSPRY,54836,mRNA,ENSG00000119411,1,0,1,0,2,up,up,up,up,up,4.63010653,1.24E-06,5.39E-05,4819,2.97E-08,1470.827051,0.806120353,0.000131253,0.48234008,no,969.2,171,189.7759336,9.883040936,0.020460053,0.020460053,0.89921679,0.954002556,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BST2,684,mRNA,ENSG00000130303,1,0,0,0,1,down,down,down,down,down,-1.638817722,0.04275416,0.11546038,1201,9.51E-09,25618.45247,0.168973184,5.38E-05,0.616372467,no,403.8,3.805755396,8.052514656,350,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
BTBD2,55643,mRNA,ENSG00000133243,0,0,0,0,0,up,up,up,down,up,1.032253493,0.039474688,0.108896114,315,1.48E-08,13515.41643,0.015724878,3.87E-05,0.419371145,no,22.44628099,23.34567901,2.117858199,62.71538462,-0.09844647,0.09844647,0.360308514,0.446975079,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BTBD6,90135,mRNA,ENSG00000184887,0,1,0,0,1,up,up,up,down,up,0.625338596,0.067378402,0.156918423,2162,8.21E-09,31992.56556,0.212195976,7.84E-05,0.379516883,no,2.857192616,261,3.390902479,416.5,-0.131594444,0.131594444,0.501549543,0.634817838,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BTG2,7832,mRNA,ENSG00000159388,0,0,0,0,0,up,down,down,down,down,-1.0430077,0.112921043,0.222901565,871,8.23E-09,14107.51658,0.140281163,3.77E-05,0.621119865,no,3.227896082,3.119546548,3.417845495,44.49667236,0.320205,0.320205,0.356808858,0.793428247,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
BTN3A2,11118,mRNA,ENSG00000186470,1,1,0,1,3,down,down,down,down,down,-0.593358924,0.195559981,0.329549966,251,8.01E-09,13340.23094,0.009141735,3.05E-05,0.262948207,no,341.8,1191,3.254107105,714.7571429,-0.280723117,0.280723117,0.233028992,0.249818108,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
BTNL3,10917,mRNA,ENSG00000168903,1,1,1,0,3,up,down,up,up,up,6.96427043,8.16E-05,0.001125862,2229,5.14E-08,761.4119432,0.220526955,7.82E-05,0.383565986,no,840.1,501,875.7,21.66959064,0.001957619,0.001957619,0.988540727,0.791460673,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C10orf10,11067,mRNA,ENSG00000165507,0,0,0,1,1,down,down,down,down,down,-2.014323727,0.000780069,0.006026509,5170,1.00E-08,8861.772737,0.889208857,0.000138146,0.492245132,no,2.601162618,25.28571429,4.382936508,2161.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C10orf12,26148,mRNA,ENSG00000155640,1,0,0,0,1,down,up,up,down,up,0.430498565,0.102691762,0.209002368,2033,8.26E-09,23136.87079,0.230516711,7.31E-05,0.46848796,no,388.3,2.464174455,2.475851642,383.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C11orf24,53838,mRNA,ENSG00000171067,0,0,0,0,0,down,up,up,down,up,0.681035227,0.075844975,0.169571068,2022,8.20E-09,14137.75304,0.288460606,6.86E-05,0.525389934,no,2.849886621,3.288557214,2.295676047,157.6215139,-0.042899359,0.042899359,0.780130704,0.735058762,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C12orf65,91574,mRNA,ENSG00000130921,1,0,0,1,2,down,down,up,down,up,0.13869526,0.756795167,0.836961948,44,7.81E-09,455.6439073,8.35E-05,4.21E-05,0.113107822,no,419.3,23.62295082,2.841835393,566,-0.18485,0.18485,0.408190617,0.745682542,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C12orf75,387882,mRNA,ENSG00000235162,0,1,1,0,2,up,up,up,down,up,1.490127433,0.057469686,0.141113246,3063,8.20E-09,33368.76129,0.418747249,9.61E-05,0.444521781,no,6.157605376,801,12.08190709,6.008634223,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C16orf54,283897,mRNA,ENSG00000185905,0,1,1,0,2,down,down,down,down,down,-3.005095038,0.000314188,0.003062127,4524,1.11E-08,6957.723751,0.746205696,0.000125044,0.491685096,no,53.01438849,381,14.40683473,7.918127449,-0.122403409,0.122403409,0.555374324,0.48940616,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C16orf87,388272,mRNA,ENSG00000155330,0,0,0,0,0,down,down,up,down,down,-0.524070598,0.202030651,0.337472425,244,7.69E-09,47441.22227,0.008031302,4.08E-05,0.362308575,no,5.248071979,171,2.126728361,150.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C17orf107,100130311,mRNA,ENSG00000205710,1,0,0,1,2,down,down,down,down,down,-3.836302396,0.000586178,0.004865521,5170,1.18E-08,6873.964972,0.889208857,0.000138146,0.492245132,no,512.2,11.74074074,7.895955166,2045.1,-0.132187222,0.132187222,0.498741515,0.321168883,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C19orf35,374872,mRNA,ENSG00000188305,1,0,1,1,3,down,down,down,down,down,-3.508498257,0.082637578,0.179811746,3064,8.20E-09,27062.81408,0.416468956,9.52E-05,0.427774354,no,1480.5,42.12582781,54.95081967,11119.1,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1orf111,284680,mRNA,NA,1,0,0,0,1,down,up,up,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,256.6,28.14285714,16.704,410.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1orf122,127687,mRNA,ENSG00000197982,0,0,0,0,0,up,up,up,down,up,1.242336888,0.174000212,0.302678804,358,8.03E-09,24921.48416,0.019108695,4.12E-05,0.303882447,no,2.77343191,4.095723014,3.861755343,7.647875108,-0.027775,0.027775,0.934386544,0.242525562,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1orf131,128061,mRNA,ENSG00000143633,1,0,0,0,1,down,up,up,down,up,1.05445202,0.027536889,0.084390003,2736,1.51E-08,4669.85337,0.4402251,8.50E-05,0.572223291,no,186.9,39.18181818,3.250769456,366.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1orf162,128346,mRNA,ENSG00000143110,0,1,1,1,3,down,down,down,down,down,-3.74713439,1.96E-06,7.52E-05,4772,1.17E-08,10508.54008,0.757407106,0.000135026,0.447645764,no,17.3951049,911,28.77464789,1131.1,0.050783571,0.050783571,0.811198482,0.743596331,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1orf204,284677,mRNA,ENSG00000188004,1,0,0,0,1,up,down,down,down,up,0.08551336,0.927818082,0.954896266,19,7.91E-09,0,1.51E-06,2.82E-05,0.064327485,no,336.7,18.28395062,151.1,399.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1orf54,79630,mRNA,ENSG00000118292,1,0,1,0,2,down,down,down,down,down,-2.020847058,0.00023538,0.002474905,2508,1.00E-08,15843.93677,0.269649653,8.58E-05,0.370512167,no,380.6,28.8021978,12.06396938,250.3,-0.135533333,0.135533333,0.42107932,0.857136416,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C1QB,713,mRNA,ENSG00000173369,1,0,1,1,3,down,down,down,down,down,-3.995026186,9.72E-07,4.68E-05,4631,1.19E-08,6673.419295,0.765125008,0.000128246,0.485885755,no,210.1,36.62798783,28.20432099,2025.775967,0.022005357,0.022005357,0.902708742,0.440679566,no,0.000639386,59.17067495,0.017343245,0.001391229,0.492753623,NA,29803275,68421245.77,-38617970.77,269593192.8,0.004290834,0,0
C1QC,714,mRNA,ENSG00000159189,1,0,1,1,3,down,down,down,down,down,-2.889774232,2.82E-06,9.67E-05,4524,1.10E-08,7019.440231,0.746205696,0.000125044,0.491685096,no,126.0522388,15.8721921,16.24095449,3010.706199,0.087064286,0.087064286,0.714711255,0.513014739,no,0.000629723,43.46583707,0.012391463,0.00116665,0.549707602,NA,83032435.67,173155249.7,-90122814.01,269593192.8,0.018509435,0,0
C22orf34,348645,mRNA,ENSG00000188511,1,0,0,1,2,down,down,down,down,down,-1.096375412,0.180057125,0.310565274,258,8.01E-09,5369.946773,0.00633199,3.71E-05,0.23322173,no,248.9,12.63934426,8.589607965,1230.8,0,0,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C2CD5,9847,mRNA,ENSG00000111731,0,0,0,0,0,down,up,up,down,up,0.125275016,0.5816566,0.703636689,20,8.15E-09,3295.242952,1.05E-05,2.38E-05,0.315789474,no,7.828715365,6.289256198,2.467391304,32.03846154,-0.198654359,0.198654359,0.172228096,0.15532122,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
C2orf49,79074,mRNA,ENSG00000135974,0,0,0,0,0,down,up,up,up,down,-0.091614095,0.720874437,0.811813267,81,8.00E-09,10489.09507,0.000539786,3.99E-05,0.177469136,no,4.749044586,2.774891775,2.481811308,3.802124834,0.2451625,0.2451625,0.185767439,0.58948512,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C2orf88,84281,mRNA,ENSG00000187699,0,1,0,1,2,down,up,up,up,up,2.311745724,0.002824112,0.015973948,1116,2.17E-08,4173.115838,0.083787344,5.14E-05,0.411278268,no,8.996268657,221,3.062833676,650.9,0.12607619,0.12607619,0.207229138,0.138042193,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C3orf52,79669,mRNA,ENSG00000114529,1,0,0,1,2,up,up,up,up,up,4.034627965,5.77E-08,9.15E-06,2134,2.80E-08,3989.46237,0.223210634,7.41E-05,0.391330329,no,439.9,5.197530864,10.24438202,1445.1,-0.074475397,0.074475397,0.709980007,0.706454693,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C3orf70,285382,mRNA,ENSG00000187068,0,0,0,0,0,up,up,up,up,up,1.503791609,0.001766485,0.011251625,2406,1.79E-08,9609.888459,0.22218869,8.50E-05,0.334362638,no,26.04030227,3.140762463,5.515641855,271.8,0.181338095,0.181338095,0.46567563,0.188720921,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C4orf48,401115,mRNA,ENSG00000243449,0,0,0,0,0,up,up,up,down,up,5.673460634,0.033234776,0.096547406,1590,3.81E-08,89374.05247,0.1612585,0.000106022,0.404903206,no,41.52727273,2.281216069,5.458531935,233.7,-0.18384,0.18384,0.373900966,0.605576616,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C5AR2,27202,mRNA,ENSG00000134830,1,0,1,1,3,down,down,down,down,down,-5.307971609,1.13E-07,1.20E-05,4847,1.31E-08,11486.84646,0.787457263,0.000134319,0.456438925,no,295.3,12.52317881,1432.8,1596.4,-0.17942,0.17942,0.182753662,0.169019679,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C5orf52,100190949,mRNA,ENSG00000187658,0,1,1,0,2,up,up,up,up,up,4.883822738,0.029444811,0.088599163,5373,3.04E-08,8890.324663,0.808406086,0.000152618,0.403484009,no,15.3625,561,347.4,193.6,-0.22601875,0.22601875,0.239401419,0.304897825,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
C6orf222,389384,mRNA,ENSG00000189325,1,1,1,1,4,up,up,up,up,up,6.909756672,6.49E-08,9.57E-06,4011,5.12E-08,837.8610252,0.60092686,0.000118384,0.441406581,no,646.5,201,685.2,807.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
